locus_tag	GRYC_note
C3_04310C_A	Phenotype:normal competitive fitness (null), viable (null)haploinsufficient (null)viable (null)viable (null)viable (null), normal colony appearance (null), decreased invasive growth (null), normal rate vegetative growth (null)
C3_04320W_A	Phenotype:abnormal endomembrane system morphology (null), viable (null)viable (null)viable (null)viable (null)viable (null), abnormal protein secretion (null), decreased resistance to chemicals (null), absent endocytosis (null), decreased virulence (null), abnormal small molecule transport (null), abnormal vacuolar morphology (repressible), abnormal biofilm formation (null), abnormal hyphal growth (repressible)
C3_04330C_A	Protein of unknown function; Cyr1-repressed; induced by alpha pheromone in SpiderM medium; rat catheter and Spider biofilm induced
C3_04340W_A	Putative alcohol acetyltransferase; caspofungin repressed; expression depends on Tac1p
C3_04350C_A	Has domain(s) with predicted oxidoreductase activity and role in metabolic process
C3_04360W_A	Putative voltage-gated chloride channel; predicted role in copper ion and iron ion homeostasis; flow model biofilm induced
C3_04370C_A	Phenotype:viable (null)viable (null)
C3_04380C_A	Phenotype:viable (null)viable (null)viable (null)
C3_04390W_A	Phenotype:decreased rate vegetative growth (repressible), decreased resistance to chemicals (repressible), decreased chemical compound accumulation (repressible), decreased protein secretion (repressible), decreased virulence (repressible), abnormal vacuolar morphology (repressible), increased cold sensitivity (repressible), decreased filamentous growth (repressible)
C3_04400C_A	Phenotype:decreased resistance to chemicals (null), viable (null)viable (null), absent hyphal growth (null), viable (null), decreased biofilm formation (null), abnormal biofilm formation (null)
C3_04410C_A	Ortholog of <i>C. dubliniensis CD36</i> : Cd36_84350, <i>C. parapsilosis CDC317</i> : CPAR2_806070, <i>Candida tenuis NRRL Y-1498</i> : CANTEDRAFT_133308 and <i>Debaryomyces hansenii CBS767</i> : DEHA2F11682g
C3_04420W_A	Phenotype:viable (null)viable (null)viable (null)viable (null), normal competitive fitness (null), viable (null)viable (null)viable (null), normal colony appearance (null), normal rate vegetative growth (null)
C3_04430W_A	Putative ubiquinol cytochrome c-reductase; induced by high iron; Hap43, nitric oxide, alkaline repressed; Spider biofilm repressed
C3_04440C_A	Phenotype:viable (null)viable (null)viable (null)
C3_04450C_A	Protein of unknown function; induced by alpha pheromone in SpiderM medium
C3_04460W_A	Ortholog(s) have Seh1-associated complex, cytosol, extrinsic to fungal-type vacuolar membrane localization
C3_04470W_A	Phenotype:decreased resistance to chemicals (null), viable (null)inviable (null)viable (null)viable (null)viable (null), decreased virulence (null), increased cold sensitivity (null), abnormal protein/peptide modification (null), viable (null), decreased osmotic stress resistance (null), increased cell size (null), normal hyphal growth (null), decreased cytokinesis (null), viable (null)inviable (null)viable (null)viable (null), viable (null)viable (repressible)
C3_04480C_A	Phenotype:increased metal resistance (null), decreased filamentous growth (unspecified), decreased resistance to chemicals (null)
C3_04490W_A	Phenotype:normal competitive fitness (null), viable (null)viable (null), viable (null)viable (null)viable (null), normal colony appearance (null), normal rate vegetative growth (null)
C3_04500C_A	Phenotype:viable (null)haploinsufficient (null)viable (null)
C3_04510W_A	Phenotype:viable (null)viable (null)viable (null)viable (null)viable (null)
C3_04520C_A	Phenotype:viable (null)viable (null)viable (null)viable (null), abnormal colony color (unspecified), viable (null)viable (null)viable (null)auxotrophy (null)auxotrophy (null)auxotrophy (null), viable (unspecified)auxotrophy (unspecified), viable (unspecified), viable (null)viable (null)viable (null)viable (null)viable (null), viable (null)viable (null)viable (null)auxotrophy (null)auxotrophy (null)auxotrophy (null)auxotrophy (null)auxotrophy (null), viable (null)viable (null), abnormal colony color (null), viable (null)viable (null)viable (null), decreased virulence (null), decreased rate vegetative growth (null), decreased virulence (repressible), viable (null), viable (null)viable (null)viable (null)auxotrophy (null)auxotrophy (null)auxotrophy (null)auxotrophy (null), viable (null)viable (null)viable (null)auxotrophy (null)auxotrophy (null), viable (null)viable (null)viable (null)auxotrophy (null), normal virulence (null)
C3_04530C_A	Phenotype:normal biofilm formation (null), viable (null)viable (null)viable (null)viable (null), increased hyphal growth (overexpression), viable (null)viable (null)viable (null)viable (null)viable (null), increased resistance to chemicals (null), viable (null)viable (overexpression), absent germ tube formation (null), viable (null)viable (null)viable (null), decreased virulence (null), absent formation of anatomical structure (null), abnormal hyphal growth (null), absent hyphal growth (null), viable (null), decreased adhesion (null), decreased RNA accumulation (null), absent virulence (null), decreased hyphal growth (null), abnormal interaction with host/environment (null), normal hyphal growth (null), decreased biofilm formation (null), increased filamentous growth (overexpression), abnormal colony appearance (null), abnormal biofilm formation (null), normal virulence (null)
C3_04540C_A	Phenotype:haploinsufficient (null)haploinsufficient (null)haploinsufficient (null)viable (null)viable (null)
C3_04550C_A	Phenotype:decreased resistance to chemicals (null), viable (null)
C3_04560W_A	Phenotype:decreased resistance to chemicals (null), viable (null)
C3_04570C_A	Phenotype:viable (null)viable (null)viable (null)viable (null), normal competitive fitness (null), viable (null)viable (null)viable (null), normal colony appearance (null), normal rate vegetative growth (null)
C3_04580C_A	Phenotype:decreased protein secretion (null), increased resistance to chemicals (null), absent utilization of nitrogen source (null), viable (null)viable (null), viable (null)
C3_04590W_A	RNA binding protein required for export of poly(A)+ mRNA from the nucleus; Spider biofilm repressed
C3_04600C_A	Phenotype:decreased invasive growth (null)
C3_04610W_A	Phenotype:viable (null)viable (null), viable (null)
C3_04620C_A	Phenotype:viable (null)viable (null)viable (null)haploinsufficient (null)
C3_04630W_A	Phenotype:viable (null)
C3_04640W_A	Phenotype:increased resistance to chemicals (null), decreased resistance to chemicals (null), decreased metal resistance (null), decreased adhesion (null), viable (null)
C3_04650W_A	Phenotype:viable (null)viable (null)viable (null)haploinsufficient (null)haploinsufficient (null)haploinsufficient (null)viable (null)viable (null)viable (null)
C3_04660C_A	Putative ornithine transporter of the mitochondrial inner membrane; induced during the mating process
C3_04670C_A	Phenotype:haploinsufficient (null), haploinsufficient (null)haploinsufficient (null), haploinsufficient (null)haploinsufficient (null)haploinsufficient (null)
C3_04680W_A	Conserved acidic ribosomal protein; possibly involved in regulation of translation elongation; interacts with Rpp1A; 1 of 4 similar C. albicans proteins (Rpp1A, Rpp1B, Rpp2A, Rpp2B); macrophage/pseudohyphal- induced; Spider biofilm repressed
C3_04690C_A	Putative protein of unknown function, transcription is positively regulated by Tbf1p
C3_04700W_A	Ortholog(s) have nucleocytoplasmic transporter activity, structural constituent of nuclear pore activity
C3_04710W_A	Phenotype:haploinsufficient (null)haploinsufficient (null)haploinsufficient (null)viable (null), decreased resistance to chemicals (null), absent virulence (null)
C3_04720C_A	Phenotype:viable (null)
C3_04730C_A	Protein of unknown function; transcript induced by benomyl treatment
C3_04740C_A	Phenotype:viable (null)viable (null)viable (null)
C3_04750W_A	Ortholog of <i>C. dubliniensis CD36</i> : Cd36_84710, <i>C. parapsilosis CDC317</i> : CPAR2_807470, <i>Candida tenuis NRRL Y-1498</i> : CANTEDRAFT_136475 and <i>Debaryomyces hansenii CBS767</i> : DEHA2B08844g
C3_04760C_A	Phenotype:viable (null)viable (null)viable (null)
C3_04770C_A	Phenotype:normal competitive fitness (null), viable (null), normal colony appearance (null), normal rate vegetative growth (null)
C3_04780C_A	Phenotype:viable (null)viable (null)
C3_04790W_A	Phenotype:normal competitive fitness (null), viable (null)viable (null), viable (null), normal colony appearance (null), normal rate vegetative growth (null)
C3_04800C_A	Ortholog(s) have role in peroxisome organization and peroxisomal membrane localization
C3_04810C_A	Protein of unknown function; transcript upregulated in an RHE model of oral candidiasis; rat catheter and Spider biofilm repressed
C3_04820C_A	Phenotype:decreased resistance to chemicals (null), viable (null)
C3_04830C_A	Phenotype:viable (null)viable (null)viable (null)viable (null), viable (null)viable (null), viable (null)viable (null)viable (null), decreased virulence (null), absent virulence (repressible), viable (null), normal resistance to chemicals (null), absent virulence (null), auxotrophy (null), auxotrophy (null)auxotrophy (null)
C3_04840C_A	Protein of unknown function; induced by nitric oxide independent of Yhb1; Sef1, Sfu1, and Hap43-induced; rat catheter and Spider biofilm induced
C3_04860W_A	Phenotype:viable (null)viable (null)viable (null)viable (null)
C3_04870W_A	Ortholog(s) have enzyme activator activity, role in ascospore wall assembly, meiosis I, positive regulation of protein catabolic process and anaphase-promoting complex localization
C3_04880W_A	Phenotype:viable (null)
C3_04890W_A	Phenotype:decreased resistance to chemicals (null), viable (null)viable (null), viable (null), normal resistance to chemicals (null), increased resistance to chemicals (overexpression)
C3_04900W_A	Phenotype:increased resistance to chemicals (null), decreased virulence (repressible), viable (null)
C3_04910C_A	Phenotype:viable (null)viable (null)viable (null)viable (null)viable (null), decreased virulence (null), decreased hyphal growth (null), abnormal actin cytoskeleton morphology (null), decreased invasive growth (null)
C3_04920C_A	Phenotype:viable (null)
C3_04930C_A	Phenotype:normal filamentous growth (null), decreased filamentous growth (null), increased filamentous growth (activation), decreased resistance to chemicals (null), decreased virulence (null), viable (null)haploinsufficient (null)viable (null)viable (null)viable (null)haploinsufficient (null)viable (null), normal filamentous growth (activation), viable (null), viable (activation), decreased invasive growth (null), decreased utilization of carbon source (null)
C3_04940W_A	Phenotype:viable (null)viable (null)viable (null)
C3_04950W_A	Phenotype:decreased resistance to chemicals (null), viable (null)
C3_04960W_A	Ribosomal protein; downregulation correlates with clinical development of fluconazole resistance; colony morphology-related gene regulation by Ssn6; Hap43-induced; Spider biofilm repressed
C3_04970C_A	Phenotype:decreased resistance to chemicals (null), viable (null)
C3_04980W_A	Ortholog of <i>Candida albicans WO-1</i> : CAWG_02810
C3_04990W_A	Phenotype:viable (null)viable (null)viable (null)
C3_05000W_A	Phenotype:normal competitive fitness (null), increased filamentous growth (null), viable (null)viable (null), viable (null), abnormal colony appearance (null), normal rate vegetative growth (null)
C3_05010C_A	Phenotype:viable (null)viable (null)
C3_05020W_A	Phenotype:decreased resistance to chemicals (null), viable (null)
C3_05030W_A	Phenotype:viable (null)viable (null)
C3_05040C_A	Phenotype:abnormal protein transport (null), abnormal autophagy (null), viable (null), decreased starvation resistance (null)
C3_05050W_A	Phenotype:normal biofilm formation (null), normal competitive fitness (null), viable (null)viable (null), viable (null)viable (null)viable (null), decreased adhesion (null), viable (null), normal colony appearance (null), normal rate vegetative growth (null)
C3_05060W_A	Protein of unknown function; ortholog of S. cerevisiae Urn1; downregulated by fluphenazine treatment, in azole-resistant strains that overexpress CDR1 and CDR2 or MDR1
C3_05070W_A	Phenotype:viable (null)inviable (null)viable (null), viable (null)inviable (null)
C3_05080W_A	Phenotype:viable (null)viable (null)viable (null)viable (null)viable (null)inviable (null)viable (null)viable (null)
C3_05090C_A	Protein of unknown function; Hap43-repressed gene
C3_05100C_A	Phenotype:viable (null)viable (repressible)viable (null)
C3_05110W_A	Phenotype:viable (null), abnormal colony appearance (null)
C3_05120C_A	Ortholog(s) have tubulin binding activity, role in response to cold, tubulin complex assembly and nucleus, polysome, prefoldin complex localization
C3_05130C_A	Phenotype:viable (null)viable (null)viable (null)
